indice,codigo,severidad,hoja_rem,hoja_sistema,seccion,validacion,celda,valor,tipo,estado
"1126","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C134","0","n","OK"
"1127","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C135","0","n","OK"
"1128","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C136","0","n","OK"
"1129","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C137","0","n","OK"
"1130","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C138","0","n","OK"
"1131","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C139","0","n","OK"
"1132","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C140","0","n","OK"
"1133","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C141","0","n","OK"
"1134","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C142","0","n","OK"
"1135","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C143","0","n","OK"
"1136","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C144","0","n","OK"
"1137","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C145","0","n","OK"
"1138","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C146","0","n","OK"
"1139","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C147","0","n","OK"
"1140","VAL-060","ERROR","REM19a","A19a","B.1","Si C129:C148>0 entonces O129:O148>0","C148","0","n","OK"
"1161","VAL-061","REVISAR","REM19b","A19b","A","Si B11>0 entonces E11:I11>0","B11","9","n","OK"
"1162","VAL-061","REVISAR","REM19b","A19b","A","Si B11>0 entonces E11:I11>0","E11","9","n","OK"
"1163","VAL-061","REVISAR","REM19b","A19b","A","Si B11>0 entonces E11:I11>0","F11","0","n","OK"
"1164","VAL-061","REVISAR","REM19b","A19b","A","Si B11>0 entonces E11:I11>0","G11","0","n","OK"
"1165","VAL-061","REVISAR","REM19b","A19b","A","Si B11>0 entonces E11:I11>0","H11","0","n","OK"
"1166","VAL-061","REVISAR","REM19b","A19b","A","Si B11>0 entonces E11:I11>0","I11","0","n","OK"
"1167","VAL-062","REVISAR","REM21","A21","C.1","Si C32>0 entonces revisar ingresos","C32","0","n","OK"
"1168","VAL-063","REVISAR","REM27","A27","A","Si D53>0 entonces D98>0","D53","3","n","OK"
"1169","VAL-063","REVISAR","REM27","A27","B","Si D53>0 entonces D98>0","D98","2","n","OK"
"1170","VAL-064","REVISAR","REM27","A27","A","Si D23>0 entonces Y23:AA23>0","D23","2","n","OK"
"1171","VAL-064","REVISAR","REM27","A27","A","Si D23>0 entonces Y23:AA23>0","Y23","2","n","OK"
"1172","VAL-064","REVISAR","REM27","A27","A","Si D23>0 entonces Y23:AA23>0","Z23","0","n","OK"
"1173","VAL-064","REVISAR","REM27","A27","A","Si D23>0 entonces Y23:AA23>0","AA23","0","n","OK"
"1174","VAL-065","ERROR","REM28","A28","A.1","B13<=B61","B13","17","n","OK"
"1175","VAL-065","ERROR","REM28","A28","A.2","B13<=B61","B61","20","n","OK"
"1176","VAL-066","ERROR","REM28","A28","A.1","B13>=B14","B13","17","n","OK"
"1177","VAL-066","ERROR","REM28","A28","A.1","B13>=B14","B14","17","n","OK"
"1178","VAL-067","ERROR","REM28","A28","A.1","B13>=B15","B13","17","n","OK"
"1179","VAL-067","ERROR","REM28","A28","A.1","B13>=B15","B15","0","n","OK"
"1180","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B29","17","n","OK"
"1181","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B30","0","n","OK"
"1182","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B31","2","n","OK"
"1183","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B32","0","n","OK"
"1184","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B33","4","n","OK"
"1185","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B34","2","n","OK"
"1186","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B35","0","n","OK"
"1187","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B36","1","n","OK"
"1188","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B37","0","n","OK"
"1189","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B38","0","n","OK"
"1190","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B39","0","n","OK"
"1191","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B40","0","n","OK"
"1192","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B41","5","n","OK"
"1193","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B42","0","n","OK"
"1194","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B43","0","n","OK"
"1195","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B44","0","n","OK"
"1196","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B45","0","n","OK"
"1197","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B46","0","n","OK"
"1198","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B47","0","n","OK"
"1199","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B48","0","n","OK"
"1200","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B49","0","n","OK"
"1201","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B50","3","n","OK"
"1202","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B51","0","n","OK"
"1203","VAL-068","ERROR","REM28","A28","A.2","B29<=SUMA(B30:B52)","B52","0","n","OK"
"1204","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B149","0","n","OK"
"1205","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B150","0","n","OK"
"1206","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B151","0","n","OK"
"1207","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B152","0","n","OK"
"1208","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B153","0","n","OK"
"1209","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B154","0","n","OK"
"1210","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B155","0","n","OK"
"1211","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B156","0","n","OK"
"1212","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B157","0","n","OK"
"1213","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B158","0","n","OK"
"1214","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B159","0","n","OK"
"1215","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B160","0","n","OK"
"1216","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B161","0","n","OK"
"1217","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B162","0","n","OK"
"1218","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B163","0","n","OK"
"1219","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B164","0","n","OK"
"1220","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B165","0","n","OK"
"1221","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B166","0","n","OK"
"1222","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B167","0","n","OK"
"1223","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B168","0","n","OK"
"1224","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B169","0","n","OK"
"1225","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B170","0","n","OK"
"1226","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B171","0","n","OK"
"1227","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B172","0","n","OK"
"1228","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B173","0","n","OK"
"1229","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B174","0","n","OK"
"1230","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B175","0","n","OK"
"1231","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B176","0","n","OK"
"1232","VAL-069","ERROR","REM28","A28","B.1","B149<=SUMA(B150:B177)","B177","0","n","OK"
"1261","VAL-070","REVISAR","REM28","A28","B.1",">0","AM178","0","n","OK"
"1262","VAL-071","REVISAR","REM29","A29","A","M12:N12>0 y O12:P12=0","M12","17","n","OK"
"1263","VAL-071","REVISAR","REM29","A29","A","M12:N12>0 y O12:P12=0","N12","123","n","OK"
"1266","VAL-072","REVISAR","REM29","A29","A","O13:P13>0 y M13:N13=0","O13","2","n","OK"
"1267","VAL-072","REVISAR","REM29","A29","A","O13:P13>0 y M13:N13=0","P13","8","n","OK"
